video_id,duration,genre,row_index
aHIjtMiBb8g,188,Music,12930
cudMPiK_ZbE,1278,Gaming,12931
vAbdZemOkiA,497,Education,12932
_52wn-olLSg,1276,Travel &amp; Events,12933
N2jZryt607U,576,Autos &amp; Vehicles,12934
xLfwyH-Q9rc,178,Sports,12935
od8YXWpD-dU,2335,People &amp; Blogs,12936
BxlwlksnpO0,491,Film &amp; Animation,12938
JtbDZxPOqDI,1450,Gaming,12939
hsnM6-o66mI,1093,Howto &amp; Style,12940
tVGkHrYcFLo,1614,Autos &amp; Vehicles,12941
DooTRgbL-lY,699,Film &amp; Animation,12942
TWRlPKMAkRk,2216,Entertainment,12943
ocbIhaTiTqs,1674,Entertainment,12944
dRuPKptl00U,596,Entertainment,12945
PohpFZZ-bMI,2752,Music,12946
rOG-djHcfko,670,Comedy,12947
l-ETi70TbxI,382,Comedy,12948
3n_rgmagVoE,1151,Entertainment,12949
0NHK4hbw7ec,789,Howto &amp; Style,12950
DLTgCH0w8EE,1146,Entertainment,12951
LXh0Pzw3LVc,1961,People &amp; Blogs,12952
csMNkRrcRW8,,,12953
UbDDrT_lmmg,316,Comedy,12954
mdrtC8d1MxU,2810,Entertainment,12955
RkLvyQgd8yc,897,Entertainment,12956
33TEU3kQBOo,203,Music,12957
S2xfE4X_jGc,267,Music,12958
X5xruf2Ert0,544,Entertainment,12959
PwAMVSqP8_w,721,Gaming,12960
QKpWvPEZ5bo,748,Gaming,12961
28RxpkcVAFw,1158,Entertainment,12962
7e3rEbk8C4U,163,Music,12963
P4IPJI_j6L4,31,People &amp; Blogs,12964
_SGMlJ1X7Ts,1712,Howto &amp; Style,12965
HPrI6GidjAg,183,Sports,12966
mKxuIKTr-5w,1619,Entertainment,12967
jF5O-m_KIKU,120,Sports,12968
SznROo93vV0,134,Sports,12969
SRfzwuaYoHI,251,Comedy,12970
KChlQmPxD7w,231,People &amp; Blogs,12971
Y_48EMdDA1k,569,Film &amp; Animation,12972
U1eVHd-H0Tw,937,Autos &amp; Vehicles,12973
y7LJrh5UTr4,30,Entertainment,12974
MhbRw04ZBx8,30,Entertainment,12975
gXcJTXxeWrg,521,Gaming,12976
DpsrExXlQrA,1170,Science &amp; Technology,12977
L8_uMEU46FA,,,12978
cOzOXMfG3GQ,513,Entertainment,12979
1ms3ihZ2xPs,7445,Music,12980
lS--D2t9HyM,123,Entertainment,12981
qrH9vMZBwAk,101,Gaming,12982
daOQ-RlOeKM,346,Entertainment,12983
EcmaD6NCFYc,221,News &amp; Politics,12984
7wn30xeRfIQ,180,Comedy,12986
e-iUYh4kFYI,570,Entertainment,12987
BaxtgUUFtZ4,46,Gaming,12988
xtcVwuauVV0,234,Music,12989
o6ECZsqPMpI,1364,Autos &amp; Vehicles,12990
mW-o_a1ZVoA,419,Music,12991
OozWcmne_eM,1350,Sports,12992
WKtE-qHszJc,470,Sports,12993
7Z5Y_p9ow4w,650,Sports,12994
jryreyEMC-g,18,People &amp; Blogs,12995
Nj24n4FG8us,2078,Entertainment,12996
B-WcMzYp_Ns,327,Howto &amp; Style,12997
mFvIbPJZ_90,614,Gaming,12998
made_vh4xb0,885,Gaming,12999
bNIMbTMsbXQ,973,Travel &amp; Events,13000
y4BAOjm3Djc,36,Entertainment,13001
va8B-F1y028,129,Entertainment,13002
6SHnzJZqI20,501,Entertainment,13003
Sha_wRaouc4,292,Gaming,13004
WREFLLfjMV0,983,People &amp; Blogs,13005
O9n7kTGX3NY,409,Entertainment,13006
u9iMGeYLNdc,130,Entertainment,13007
iZnLZFRylbs,310,Education,13008
quNyiLseWkg,1991,Travel &amp; Events,13009
s5YLOR1oBbA,1668,People &amp; Blogs,13010
iwBzCdYhB8A,2267,People &amp; Blogs,13011
2omEGB-_yCI,173,Film &amp; Animation,13012
baw2IRent3Y,550,Comedy,13013
FGCPL_0YOYg,600,Entertainment,13014
lEBXJ57MYVs,357,Entertainment,13015
imNWC5Eq9OA,154,Music,13016
o8q3O0f-7zA,58,People &amp; Blogs,13017
